image_id,identity
5542,new_individual
5543,new_individual
5544,new_individual
5545,new_individual
5546,new_individual
5547,new_individual
5548,new_individual
5549,new_individual
5550,new_individual
5551,new_individual
5552,new_individual
5553,new_individual
5554,new_individual
5555,new_individual
5556,new_individual
5557,new_individual
5558,new_individual
5559,new_individual
5560,new_individual
5561,new_individual
5562,new_individual
5563,new_individual
5564,new_individual
5565,new_individual
5566,new_individual
5567,new_individual
5568,new_individual
5569,new_individual
5570,new_individual
5571,new_individual
5572,new_individual
5573,new_individual
5574,new_individual
5575,new_individual
5576,new_individual
5577,new_individual
5578,new_individual
5579,new_individual
5580,new_individual
5581,new_individual
5582,new_individual
5583,new_individual
5584,new_individual
5585,new_individual
5586,new_individual
5587,new_individual
5588,new_individual
5589,new_individual
5590,new_individual
5591,new_individual
5592,new_individual
5593,new_individual
5594,new_individual
5595,new_individual
5596,new_individual
5597,SalamanderID2025_445
5598,new_individual
5599,new_individual
5600,new_individual
5601,new_individual
5602,new_individual
5603,new_individual
5604,new_individual
5605,new_individual
5606,new_individual
5607,new_individual
5608,new_individual
5609,new_individual
5610,new_individual
5611,new_individual
5612,new_individual
5613,new_individual
5614,new_individual
5615,new_individual
5616,new_individual
5617,new_individual
5618,new_individual
5619,new_individual
5620,new_individual
5621,new_individual
5622,new_individual
5623,new_individual
5624,new_individual
5625,new_individual
5626,new_individual
5627,new_individual
5628,new_individual
5629,new_individual
5630,new_individual
5631,new_individual
5632,new_individual
5633,new_individual
5634,new_individual
5635,new_individual
5636,new_individual
5637,new_individual
5638,new_individual
5639,new_individual
5640,new_individual
5641,new_individual
5642,LynxID2025_lynx_68
5643,new_individual
5644,new_individual
5645,new_individual
5646,new_individual
5647,new_individual
5648,new_individual
5649,new_individual
5650,new_individual
5651,new_individual
5652,new_individual
5653,new_individual
5654,new_individual
5655,new_individual
5656,new_individual
5657,new_individual
5658,new_individual
5659,new_individual
5660,new_individual
5661,new_individual
5662,new_individual
5663,new_individual
5664,new_individual
5665,new_individual
5666,new_individual
5667,new_individual
5668,new_individual
5669,new_individual
5670,new_individual
5671,new_individual
5672,new_individual
5673,new_individual
5674,new_individual
5675,new_individual
5676,new_individual
5677,new_individual
5678,new_individual
5679,new_individual
5680,new_individual
5681,new_individual
5682,new_individual
5683,new_individual
5684,new_individual
5685,new_individual
5686,new_individual
5687,new_individual
5688,new_individual
5689,new_individual
5690,new_individual
5691,new_individual
5692,new_individual
5693,new_individual
5694,new_individual
5695,new_individual
5696,new_individual
5697,new_individual
5698,new_individual
5699,new_individual
5700,new_individual
5701,new_individual
5702,new_individual
5703,new_individual
5704,new_individual
5705,new_individual
5706,new_individual
5707,new_individual
5708,new_individual
5709,new_individual
5710,new_individual
5711,new_individual
5712,new_individual
5713,new_individual
5714,new_individual
5715,new_individual
5716,new_individual
5717,new_individual
5718,new_individual
5719,new_individual
5720,new_individual
5721,new_individual
5722,new_individual
5723,new_individual
5724,new_individual
5725,new_individual
5726,new_individual
5727,SeaTurtleID2022_t453
5728,new_individual
5729,new_individual
5730,new_individual
5731,new_individual
5732,new_individual
5733,new_individual
5734,new_individual
5735,new_individual
5736,new_individual
5737,new_individual
5738,new_individual
5739,new_individual
5740,new_individual
5741,new_individual
5742,new_individual
5743,new_individual
5744,new_individual
5745,new_individual
5746,new_individual
5747,new_individual
5748,new_individual
5749,new_individual
5750,new_individual
5751,new_individual
5752,new_individual
5753,new_individual
5754,new_individual
5755,new_individual
5756,new_individual
5757,new_individual
5758,new_individual
5759,new_individual
5760,new_individual
5761,new_individual
5762,new_individual
5763,new_individual
5764,new_individual
5765,new_individual
5766,new_individual
5767,new_individual
5768,new_individual
5769,new_individual
5770,new_individual
5771,new_individual
5772,new_individual
5773,new_individual
5774,new_individual
5775,new_individual
5776,new_individual
5777,new_individual
5778,new_individual
5779,new_individual
5780,new_individual
5781,new_individual
5782,new_individual
5783,new_individual
5784,new_individual
5785,new_individual
5786,new_individual
5787,new_individual
5788,new_individual
5789,new_individual
5790,new_individual
5791,new_individual
5792,new_individual
5793,new_individual
5794,new_individual
5795,new_individual
5796,new_individual
5797,new_individual
5798,new_individual
5799,new_individual
5800,new_individual
5801,new_individual
5802,new_individual
5803,new_individual
5804,new_individual
5805,new_individual
5806,new_individual
5807,new_individual
5808,new_individual
5809,new_individual
5810,new_individual
5811,new_individual
5812,new_individual
5813,new_individual
5814,new_individual
5815,new_individual
5816,new_individual
5817,new_individual
5818,new_individual
5819,new_individual
5820,new_individual
5821,new_individual
5822,new_individual
5823,new_individual
5824,new_individual
5825,new_individual
5826,new_individual
5827,new_individual
5828,new_individual
5829,new_individual
5830,new_individual
5831,new_individual
5832,new_individual
5833,new_individual
5834,new_individual
5835,new_individual
5836,new_individual
5837,new_individual
5838,new_individual
5839,new_individual
5840,new_individual
5841,new_individual
5842,new_individual
5843,new_individual
5844,new_individual
5845,new_individual
5846,new_individual
5847,new_individual
5848,new_individual
5849,new_individual
5850,new_individual
5851,new_individual
5852,new_individual
5853,new_individual
5854,new_individual
5855,new_individual
5856,new_individual
5857,new_individual
5858,new_individual
5859,new_individual
5860,new_individual
5861,new_individual
5862,new_individual
5863,SeaTurtleID2022_t343
5864,new_individual
5865,new_individual
5866,new_individual
5867,new_individual
5868,new_individual
5869,new_individual
5870,new_individual
5871,new_individual
5872,new_individual
5873,new_individual
5874,new_individual
5875,new_individual
5876,new_individual
5877,new_individual
5878,new_individual
5879,new_individual
5880,new_individual
5881,SeaTurtleID2022_t227
5882,new_individual
5883,new_individual
5884,new_individual
5885,new_individual
5886,new_individual
5887,new_individual
5888,new_individual
5889,new_individual
5890,new_individual
5891,new_individual
5892,new_individual
5893,new_individual
5894,new_individual
5895,new_individual
5896,new_individual
5897,new_individual
5898,new_individual
5899,new_individual
5900,new_individual
5901,new_individual
5902,new_individual
5903,new_individual
5904,new_individual
5905,new_individual
5906,new_individual
5907,new_individual
5908,new_individual
5909,new_individual
5910,new_individual
5911,new_individual
5912,new_individual
5913,new_individual
5914,new_individual
5915,new_individual
5916,new_individual
5917,new_individual
5918,new_individual
5919,new_individual
5920,new_individual
5921,new_individual
5922,new_individual
5923,new_individual
5924,new_individual
5925,new_individual
5926,new_individual
5927,new_individual
5928,new_individual
5929,new_individual
5930,new_individual
5931,new_individual
5932,new_individual
5933,new_individual
5934,new_individual
5935,new_individual
5936,new_individual
5937,new_individual
5938,new_individual
5939,new_individual
5940,new_individual
5941,new_individual
5942,new_individual
5943,new_individual
5944,new_individual
5945,new_individual
5946,new_individual
5947,new_individual
5948,new_individual
5949,new_individual
5950,new_individual
5951,new_individual
5952,new_individual
5953,new_individual
5954,new_individual
5955,new_individual
5956,new_individual
5957,new_individual
5958,new_individual
5959,new_individual
5960,new_individual
5961,new_individual
5962,new_individual
5963,new_individual
5964,new_individual
5965,new_individual
5966,new_individual
5967,new_individual
5968,new_individual
5969,new_individual
5970,new_individual
5971,new_individual
5972,new_individual
5973,new_individual
5974,new_individual
5975,new_individual
5976,new_individual
5977,new_individual
5978,new_individual
5979,new_individual
14709,SeaTurtleID2022_t424
14710,SalamanderID2025_74
14711,SeaTurtleID2022_t470
14712,LynxID2025_lynx_79
14713,new_individual
14714,SeaTurtleID2022_t139
14715,SeaTurtleID2022_t141
14716,new_individual
14717,SalamanderID2025_454
14718,LynxID2025_lynx_03
14719,new_individual
14720,LynxID2025_lynx_56
14721,SeaTurtleID2022_t033
14722,SeaTurtleID2022_t136
14723,SeaTurtleID2022_t080
14724,new_individual
14725,SeaTurtleID2022_t006
14726,SeaTurtleID2022_t110
14727,new_individual
14728,SeaTurtleID2022_t132
14729,SalamanderID2025_302
14730,SeaTurtleID2022_t266
14731,SeaTurtleID2022_t297
14732,new_individual
14733,SeaTurtleID2022_t033
14734,SeaTurtleID2022_t139
14735,SeaTurtleID2022_t080
14736,LynxID2025_lynx_49
14737,new_individual
14738,SeaTurtleID2022_t314
14739,SalamanderID2025_539
14740,new_individual
14741,SeaTurtleID2022_t048
14742,SeaTurtleID2022_t314
14743,SeaTurtleID2022_t080
14744,SeaTurtleID2022_t028
14745,SeaTurtleID2022_t350
14746,new_individual
14747,SalamanderID2025_428
14748,SeaTurtleID2022_t006
14749,SeaTurtleID2022_t035
14750,SalamanderID2025_454
14751,new_individual
14752,SalamanderID2025_498
14753,SalamanderID2025_538
14754,SeaTurtleID2022_t260
14755,SeaTurtleID2022_t132
14756,SalamanderID2025_229
14757,SalamanderID2025_497
14758,SeaTurtleID2022_t478
14759,SalamanderID2025_312
14760,new_individual
14761,SeaTurtleID2022_t350
14762,LynxID2025_lynx_43
14763,SeaTurtleID2022_t035
14764,SeaTurtleID2022_t214
14765,SeaTurtleID2022_t110
14766,SeaTurtleID2022_t080
14767,SalamanderID2025_451
14768,new_individual
14769,LynxID2025_lynx_55
14770,SalamanderID2025_500
14771,SeaTurtleID2022_t080
14772,SalamanderID2025_205
14773,new_individual
14774,SalamanderID2025_454
14775,SeaTurtleID2022_t024
14776,SalamanderID2025_565
14777,new_individual
14778,SalamanderID2025_516
14779,new_individual
14780,new_individual
14781,SeaTurtleID2022_t470
14782,SalamanderID2025_592
14783,SeaTurtleID2022_t390
14784,SalamanderID2025_636
14785,LynxID2025_lynx_43
14786,new_individual
14787,LynxID2025_lynx_56
14788,SeaTurtleID2022_t260
14789,new_individual
14790,LynxID2025_lynx_56
14791,SalamanderID2025_329
14792,LynxID2025_lynx_13
14793,SeaTurtleID2022_t200
14794,SalamanderID2025_454
14795,SeaTurtleID2022_t553
14796,new_individual
14797,SeaTurtleID2022_t020
14798,SeaTurtleID2022_t214
14799,SeaTurtleID2022_t343
14800,SalamanderID2025_41
14801,LynxID2025_lynx_38
14802,SeaTurtleID2022_t257
14803,SeaTurtleID2022_t266
14804,SeaTurtleID2022_t497
14805,SalamanderID2025_205
14806,new_individual
14807,LynxID2025_lynx_93
14808,SeaTurtleID2022_t214
14809,SeaTurtleID2022_t097
14810,SeaTurtleID2022_t223
14811,LynxID2025_lynx_56
14812,SeaTurtleID2022_t243
14813,SalamanderID2025_620
14814,SalamanderID2025_74
14815,SeaTurtleID2022_t132
14816,SeaTurtleID2022_t297
14817,SeaTurtleID2022_t470
14818,SalamanderID2025_516
14819,SeaTurtleID2022_t092
14820,SeaTurtleID2022_t035
14821,new_individual
14822,SeaTurtleID2022_t158
14823,SeaTurtleID2022_t014
14824,SeaTurtleID2022_t160
14825,SeaTurtleID2022_t110
14826,SalamanderID2025_41
14827,LynxID2025_lynx_92
14828,LynxID2025_lynx_49
14829,SeaTurtleID2022_t080
14830,SalamanderID2025_200
14831,SeaTurtleID2022_t141
14832,SeaTurtleID2022_t265
14833,SeaTurtleID2022_t407
14834,new_individual
14835,SeaTurtleID2022_t470
14836,SalamanderID2025_497
14837,SeaTurtleID2022_t104
14838,SalamanderID2025_167
14839,new_individual
14840,SeaTurtleID2022_t241
14841,new_individual
14842,SeaTurtleID2022_t048
14843,SeaTurtleID2022_t373
14844,SeaTurtleID2022_t297
14845,SeaTurtleID2022_t132
14846,SeaTurtleID2022_t260
14847,SalamanderID2025_41
14848,SalamanderID2025_41
14849,SeaTurtleID2022_t056
14850,SeaTurtleID2022_t401
14851,SeaTurtleID2022_t260
14852,SeaTurtleID2022_t241
14853,SalamanderID2025_172
14854,LynxID2025_lynx_13
14855,new_individual
14856,SalamanderID2025_356
14857,SalamanderID2025_74
14858,SeaTurtleID2022_t553
14859,new_individual
14860,SeaTurtleID2022_t022
14861,SeaTurtleID2022_t343
14862,SeaTurtleID2022_t145
14863,new_individual
14864,SeaTurtleID2022_t163
14865,new_individual
14866,SalamanderID2025_41
14867,new_individual
14868,SalamanderID2025_101
14869,SalamanderID2025_139
14870,SalamanderID2025_218
14871,SeaTurtleID2022_t296
14872,new_individual
14873,SalamanderID2025_41
14874,new_individual
14875,new_individual
14876,SeaTurtleID2022_t266
14877,SeaTurtleID2022_t248
14878,SeaTurtleID2022_t321
14879,new_individual
14880,SeaTurtleID2022_t442
14881,new_individual
14882,SeaTurtleID2022_t235
14883,new_individual
14884,LynxID2025_lynx_95
14885,new_individual
14886,SeaTurtleID2022_t442
14887,LynxID2025_lynx_43
14888,SeaTurtleID2022_t343
14889,new_individual
14890,SalamanderID2025_314
14891,SalamanderID2025_274
14892,SalamanderID2025_516
14893,SalamanderID2025_121
14894,LynxID2025_lynx_79
14895,SeaTurtleID2022_t160
14896,SalamanderID2025_581
14897,SeaTurtleID2022_t493
14898,new_individual
14899,SeaTurtleID2022_t243
14900,SalamanderID2025_454
14901,SeaTurtleID2022_t343
14902,new_individual
14903,SeaTurtleID2022_t433
14904,SalamanderID2025_205
14905,new_individual
14906,SalamanderID2025_354
14907,SeaTurtleID2022_t235
14908,LynxID2025_lynx_49
14909,LynxID2025_lynx_92
14910,SalamanderID2025_323
14911,SalamanderID2025_361
14912,LynxID2025_lynx_03
14913,SalamanderID2025_542
14914,SalamanderID2025_510
14915,new_individual
14916,SeaTurtleID2022_t590
14917,SeaTurtleID2022_t071
14918,SeaTurtleID2022_t392
14919,LynxID2025_lynx_43
14920,SeaTurtleID2022_t033
14921,SeaTurtleID2022_t419
14922,SeaTurtleID2022_t496
14923,SalamanderID2025_205
14924,SeaTurtleID2022_t401
14925,SeaTurtleID2022_t110
14926,SeaTurtleID2022_t339
14927,new_individual
14928,SeaTurtleID2022_t046
14929,SeaTurtleID2022_t239
14930,new_individual
14931,SalamanderID2025_483
14932,SeaTurtleID2022_t141
14933,SalamanderID2025_483
14934,SeaTurtleID2022_t297
14935,new_individual
14936,SeaTurtleID2022_t522
14937,SeaTurtleID2022_t586
14938,LynxID2025_lynx_03
14939,SeaTurtleID2022_t266
14940,SeaTurtleID2022_t570
14941,SalamanderID2025_209
14942,new_individual
14943,new_individual
14944,SeaTurtleID2022_t438
14945,SeaTurtleID2022_t017
14946,SeaTurtleID2022_t139
14947,SalamanderID2025_129
14948,new_individual
14949,SeaTurtleID2022_t343
14950,new_individual
14951,SalamanderID2025_38
14952,SeaTurtleID2022_t343
14953,new_individual
14954,SeaTurtleID2022_t297
14955,SeaTurtleID2022_t297
14956,SeaTurtleID2022_t297
14957,SalamanderID2025_312
14958,SeaTurtleID2022_t343
14959,SeaTurtleID2022_t591
14960,new_individual
14961,new_individual
14962,SalamanderID2025_74
14963,SeaTurtleID2022_t260
14964,new_individual
14965,new_individual
14966,SeaTurtleID2022_t586
14967,SeaTurtleID2022_t294
14968,SeaTurtleID2022_t168
14969,SeaTurtleID2022_t141
14970,new_individual
14971,SalamanderID2025_41
14972,SeaTurtleID2022_t139
14973,new_individual
14974,LynxID2025_lynx_03
14975,SalamanderID2025_28
14976,SalamanderID2025_454
14977,SeaTurtleID2022_t297
14978,SalamanderID2025_484
14979,SalamanderID2025_498
14980,SeaTurtleID2022_t260
14981,new_individual
14982,SalamanderID2025_500
14983,SeaTurtleID2022_t586
14984,SeaTurtleID2022_t424
14985,SeaTurtleID2022_t136
14986,SeaTurtleID2022_t343
14987,SalamanderID2025_199
14988,SeaTurtleID2022_t026
14989,LynxID2025_lynx_43
14990,new_individual
14991,new_individual
14992,SalamanderID2025_454
14993,SeaTurtleID2022_t260
14994,new_individual
14995,SeaTurtleID2022_t214
14996,SeaTurtleID2022_t139
14997,SeaTurtleID2022_t035
14998,SeaTurtleID2022_t014
14999,SeaTurtleID2022_t493
15000,LynxID2025_lynx_55
15001,SeaTurtleID2022_t175
15002,new_individual
15003,LynxID2025_lynx_45
15004,SeaTurtleID2022_t110
15005,SeaTurtleID2022_t297
15006,SeaTurtleID2022_t020
15007,new_individual
15008,SalamanderID2025_562
15009,SalamanderID2025_74
15010,SalamanderID2025_454
15011,SeaTurtleID2022_t235
15012,new_individual
15013,LynxID2025_lynx_49
15014,new_individual
15015,SalamanderID2025_499
15016,SalamanderID2025_483
15017,SalamanderID2025_22
15018,new_individual
15019,LynxID2025_lynx_03
15020,SalamanderID2025_41
15021,SeaTurtleID2022_t203
15022,SeaTurtleID2022_t063
15023,new_individual
15024,SalamanderID2025_139
15025,SalamanderID2025_74
15026,SeaTurtleID2022_t417
15027,new_individual
15028,SeaTurtleID2022_t143
15029,new_individual
15030,SeaTurtleID2022_t033
15031,SeaTurtleID2022_t034
15032,SalamanderID2025_483
15033,SeaTurtleID2022_t097
15034,LynxID2025_lynx_03
15035,new_individual
15036,new_individual
15037,new_individual
15038,SalamanderID2025_41
15039,SeaTurtleID2022_t141
15040,LynxID2025_lynx_28
15041,SeaTurtleID2022_t235
15042,SeaTurtleID2022_t001
15043,SeaTurtleID2022_t243
15044,SeaTurtleID2022_t493
15045,LynxID2025_lynx_79
15046,LynxID2025_lynx_03
15047,LynxID2025_lynx_49
15048,LynxID2025_lynx_03
15049,new_individual
15050,SeaTurtleID2022_t080
15051,SeaTurtleID2022_t343
15052,SalamanderID2025_269
15053,SalamanderID2025_334
15054,new_individual
15055,SeaTurtleID2022_t442
15056,SalamanderID2025_167
15057,SeaTurtleID2022_t415
15058,SeaTurtleID2022_t110
15059,SeaTurtleID2022_t335
15060,SalamanderID2025_356
15061,SeaTurtleID2022_t407
15062,SeaTurtleID2022_t020
15063,SeaTurtleID2022_t306
15064,SeaTurtleID2022_t470
15065,SeaTurtleID2022_t374
15066,SeaTurtleID2022_t214
15067,LynxID2025_lynx_95
15068,SalamanderID2025_167
15069,SeaTurtleID2022_t214
15070,SeaTurtleID2022_t297
15071,new_individual
15072,SalamanderID2025_41
15073,SeaTurtleID2022_t140
15074,LynxID2025_lynx_01
15075,new_individual
15076,SeaTurtleID2022_t425
15077,SeaTurtleID2022_t453
15078,SeaTurtleID2022_t048
15079,SeaTurtleID2022_t048
15080,SeaTurtleID2022_t048
15081,SalamanderID2025_200
15082,SalamanderID2025_535
15083,SeaTurtleID2022_t089
15084,SalamanderID2025_454
15085,SeaTurtleID2022_t140
15086,SeaTurtleID2022_t418
15087,SeaTurtleID2022_t048
15088,new_individual
15089,SeaTurtleID2022_t048
15090,SeaTurtleID2022_t003
15091,LynxID2025_lynx_49
15092,SeaTurtleID2022_t294
15093,SalamanderID2025_361
15094,new_individual
15095,SeaTurtleID2022_t300
15096,SalamanderID2025_41
15097,SeaTurtleID2022_t266
15098,SeaTurtleID2022_t139
15099,SeaTurtleID2022_t372
15100,SalamanderID2025_516
15101,new_individual
15102,SeaTurtleID2022_t257
15103,SeaTurtleID2022_t343
15104,SalamanderID2025_329
15105,new_individual
15106,SalamanderID2025_516
15107,LynxID2025_lynx_64
15108,SalamanderID2025_516
15109,SeaTurtleID2022_t229
15110,SalamanderID2025_85
15111,SalamanderID2025_205
15112,new_individual
15113,new_individual
15114,SalamanderID2025_454
15115,SeaTurtleID2022_t306
15116,LynxID2025_lynx_56
15117,SeaTurtleID2022_t260
15118,SeaTurtleID2022_t048
15119,SalamanderID2025_446
15120,SeaTurtleID2022_t283
15121,SeaTurtleID2022_t073
15122,SeaTurtleID2022_t292
15123,SalamanderID2025_451
15124,SeaTurtleID2022_t214
15125,new_individual
15126,SalamanderID2025_218
15127,SalamanderID2025_261
15128,new_individual
15129,SeaTurtleID2022_t020
15130,LynxID2025_lynx_43
15131,new_individual
15132,LynxID2025_lynx_92
15133,LynxID2025_lynx_49
15134,SalamanderID2025_454
15135,SeaTurtleID2022_t297
15136,LynxID2025_lynx_31
15137,new_individual
15138,SalamanderID2025_454
15139,new_individual
15140,new_individual
15141,SeaTurtleID2022_t266
15142,LynxID2025_lynx_52
15143,new_individual
15144,SeaTurtleID2022_t352
15145,SalamanderID2025_167
15146,SeaTurtleID2022_t048
15147,SeaTurtleID2022_t296
15148,SeaTurtleID2022_t033
15149,SeaTurtleID2022_t453
15150,SeaTurtleID2022_t493
15151,new_individual
15152,SeaTurtleID2022_t175
15153,SalamanderID2025_21
15154,new_individual
15155,new_individual
15156,SalamanderID2025_426
15157,SeaTurtleID2022_t306
15158,new_individual
15159,SeaTurtleID2022_t297
15160,SeaTurtleID2022_t390
15161,SeaTurtleID2022_t048
15162,SeaTurtleID2022_t104
15163,SeaTurtleID2022_t139
15164,SeaTurtleID2022_t048
15165,SeaTurtleID2022_t470
15166,SalamanderID2025_609
15167,SeaTurtleID2022_t266
15168,SeaTurtleID2022_t283
15169,new_individual
15170,SalamanderID2025_229
15171,SeaTurtleID2022_t292
15172,SalamanderID2025_312
15173,new_individual
15174,new_individual
15175,SalamanderID2025_454
15176,new_individual
15177,SeaTurtleID2022_t139
15178,SeaTurtleID2022_t097
15179,LynxID2025_lynx_56
15180,new_individual
15181,LynxID2025_lynx_56
15182,SeaTurtleID2022_t297
15183,SeaTurtleID2022_t402
15184,SalamanderID2025_221
15185,SalamanderID2025_356
15186,new_individual
15187,LynxID2025_lynx_54
15188,SeaTurtleID2022_t033
15189,SalamanderID2025_337
15190,LynxID2025_lynx_92
15191,new_individual
15192,SeaTurtleID2022_t139
15193,new_individual
15194,SeaTurtleID2022_t470
15195,SeaTurtleID2022_t343
15196,SeaTurtleID2022_t160
15197,new_individual
15198,SeaTurtleID2022_t264
15199,SeaTurtleID2022_t374
15200,SeaTurtleID2022_t496
15201,SalamanderID2025_167
15202,SeaTurtleID2022_t235
15203,SalamanderID2025_74
15204,SalamanderID2025_197
15205,SalamanderID2025_12
15206,SeaTurtleID2022_t407
15207,SeaTurtleID2022_t035
15208,SeaTurtleID2022_t133
